product_id,brand,product_name,discounted_price,original_price,discount_percentage,rating,reviews_count,image_url,product_url,breadcrumbs,category,sub_category,page_number,position_on_page,price_numeric
16863254,Mamaearth,Moisture Matte Candyfloss Pink,Rs. 491,Rs. 599,(18% OFF),4.3,195,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16863254/2024/9/15/234c749e-ede6-4ad8-b543-1c959f071dba1726402739877-Mamaearth-Moisture-Matte-Longstay-Lipstick-with-Avocado-Oil--1.jpg",https://www.myntra.com/lipstick/mamaearth/mamaearth-moisture-matte-longstay-lipstick-with-avocado-oil--vit-e---candyfloss-pink-03/16863254/buy,Home/Personal Care/Lipstick,Lipstick,Personal Care,5,21,491
10699654,FACES CANADA,Weightless Matte Finish Hydrating Lipstick,Rs. 199,Rs. 249,(20% OFF),4.2,272,N/A,https://www.myntra.com/lipstick/faces+canada/faces-canada-weightless-matte-finish-hydrating-lipstick-with-almond-oil---brown-ashes-25/10699654/buy,Home/Personal Care/Lipstick,Lipstick,Personal Care,5,23,199
18924420,Fashion Colour,5-in-1 Lipstick Matte - 02,Rs. 153,Rs. 225,(32% OFF),4.2,27,N/A,https://www.myntra.com/lipstick/fashion+colour/fashion-colour-jersy-girl-5-in-1-waterproof-long-lasting-matte-lipstick---shade-02/18924420/buy,Home/Personal Care/Lipstick,Lipstick,Personal Care,5,24,153
20636046,MARS,3pc All Rounder Matte Lipstick,Rs. 339,Rs. 447,(24% OFF),4.4,299,N/A,https://www.myntra.com/lipstick/mars/mars-set-of-3-all-rounder-matte-lipstick/20636046/buy,Home/Personal Care/Lipstick,Lipstick,Personal Care,5,26,339
30644021,Mamaearth,Creamy Matte Rosewood Pink,Rs. 335,Rs. 399,(16% OFF),4.2,174,N/A,https://www.myntra.com/lipstick/mamaearth/mamaearth-murumuru-butter-and-vit-e-creamy-matte-long-stay-lipstick--rosewood-pink--42g/30644021/buy,Home/Personal Care/Lipstick,Lipstick,Personal Care,5,27,335
30408936,Earth Rhythm,pH Tint Lip & Cheek - 5g,N/A,N/A,N/A,4.4,16,N/A,https://www.myntra.com/lipstick/earth+rhythm/earth-rhythm-glass-tint-ph-activated-lip--cheek-tint---5-gm/30408936/buy,Home/Personal Care/Lipstick,Lipstick,Personal Care,5,29,0
35100524,Hilary Rhoda,Lipstick - 5ml- Extra Plum- 06,Rs. 215,Rs. 269,(20% OFF),4.5,12,N/A,https://www.myntra.com/lipstick/hilary+rhoda/hilary-rhoda-touch-of-mousse-matte-finish-waterproof-liquid-lipstick---5ml--extra-plum--06/35100524/buy,Home/Personal Care/Lipstick,Lipstick,Personal Care,5,32,215
28546562,Mamaearth,Creamy Matte Rose Nude,Rs. 335,Rs. 399,(16% OFF),4.2,174,N/A,https://www.myntra.com/lipstick/mamaearth/mamaearth-creamy-matte-long-stay-lipstick-with-murumuru-butter---rose-nude/28546562/buy,Home/Personal Care/Lipstick,Lipstick,Personal Care,5,33,335
38981092,Fashion Colour,Sugabae Lip Tint - 05,Rs. 214,Rs. 249,(14% OFF),4.4,454,N/A,https://www.myntra.com/lipstick/fashion+colour/fashion-colour-sugabae-waterproof-intense-colour-lip-tint-15g---caramel-swirl-05/38981092/buy,Home/Personal Care/Lipstick,Lipstick,Personal Care,5,35,214
32051452,MARS,Matte Muse Mousse Lipstick,Rs. 281,Rs. 299,(6% OFF),4.4,235,N/A,https://www.myntra.com/lipstick/mars/mars-matte-muse-lightweight-mousse-lipstick-3ml---love-lady/32051452/buy,Home/Personal Care/Lipstick,Lipstick,Personal Care,5,36,281
33267422,LOVE EARTH,3 Pcs Liquid Lipstick,Rs. 249,Rs. 714,(65% OFF),4.4,27,N/A,https://www.myntra.com/lipstick/love+earth/love-earth-set-of-3-liquid-lipstick-2ml-each---brown/33267422/buy,Home/Personal Care/Lipstick,Lipstick,Personal Care,5,38,249
14148778,Maybelline,Matte - Mauve It Up 812,Rs. 266,Rs. 329,(19% OFF),4.4,1212,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/NOVEMBER/6/NcUNFf9K_65dfdc4098f1481980e54527fe9ebfc3.jpg",https://www.myntra.com/lipstick/maybelline/maybelline-new-york-color-sensational-creamy-matte-lipstick---812-mauve-it-up/14148778/buy,Home/Personal Care/Lipstick,Lipstick,Personal Care,5,39,266
39927227,nandiayan,Diamond Set Of 12 Lipsticks,Rs. 270,Rs. 999,(73% OFF),4.7,6,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2026/FEBRUARY/9/AzArffsm_1aa7c7c47b214f5ea56cc1ffd0287901.jpg",https://www.myntra.com/lipstick/nandiayan/nandiayan-diamond-set-of-12-mini-liquid-lipstick---2-ml-each/39927227/buy,Home/Personal Care/Lipstick,Lipstick,Personal Care,5,41,270
13391204,Just Herbs,Ayurvedic Lipstick Trial Kit,Rs. 429,Rs. 575,(25% OFF),3.9,149,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13391204/2025/6/24/20300000-4ceb-41cc-a3f0-0f124063b12f1750756550906-Just-Herbs-Ayurvedic-Matte-Lipstick-Micro-Mini-Trial-Kit-Set-1.jpg",https://www.myntra.com/lipstick/just+herbs/just-herbs-ayurvedic-matte-lipstick-micro-mini-trial-kit-set-of-16---7g/13391204/buy,Home/Personal Care/Lipstick,Lipstick,Personal Care,5,42,429
30448742,SUGAR POP,Ultrastay Lipstick- 07,Rs. 181,Rs. 229,(21% OFF),4.2,452,N/A,https://www.myntra.com/lipstick/sugar+pop/sugar-pop-ultrastay-transferproof-lipstick-with-vitamin-e-4g---ruby-red-07/30448742/buy,Home/Personal Care/Lipstick,Lipstick,Personal Care,5,44,181
32048838,MARS,Love Track Velvet Lip Tint,Rs. 281,Rs. 299,(6% OFF),4.5,209,N/A,https://www.myntra.com/lipstick/mars/mars-love-track-velvet-lip-tint---28-ml---four-letters/32048838/buy,Home/Personal Care/Lipstick,Lipstick,Personal Care,5,47,281
31664810,SUGAR POP,Ultrastay Lipstick-Berry Burst,Rs. 181,Rs. 229,(21% OFF),4.4,236,N/A,https://www.myntra.com/lipstick/sugar+pop/sugar-pop-ultrastay-transferproof-waterproof-lipstick-with-vitamin-e-4g---berry-burst-12/31664810/buy,Home/Personal Care/Lipstick,Lipstick,Personal Care,5,48,181
23393466,MARS,Ultra Pigmented Lipstick - 21,Rs. 193,Rs. 199,(3% OFF),4.4,429,N/A,https://www.myntra.com/lipstick/mars/mars-ultra-pigmented-creamy-matte-lipstick-32-g---giddha-glow-21/23393466/buy,Home/Personal Care/Lipstick,Lipstick,Personal Care,5,50,193
